,Unnamed: 0,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes
9488,9488,148,0,0,A7,Ebmaj7,Eb-7,0
9489,9489,148,0,0,D7#5,D7,D7,0
9490,9490,148,0,0,G-6,G-7,Eb-7,0
9491,9491,148,0,0,Eb7,Eb7,Eb7,0
9492,9492,148,0,0,D7,D7,D7,0
9493,9493,148,0,0,G-6,G-7,G-6,0
9494,9494,148,0,0,Eb7,Eb7,Eb7,0
9495,9495,148,0,0,D7,D7,D7,0
9496,9496,148,0,0,G-6,G-7,G-6,0
9497,9497,148,0,0,Eb7,Eb7,Eb7,0
9498,9498,148,0,0,D7,D7,D7,0
9499,9499,148,0,0,G-6,G-7,G-6,0
9500,9500,148,0,0,G-6,Eb7,Eb7,0
9501,9501,148,0,0,Eb7,Eb7,Eb7,0
9502,9502,148,0,0,D7,D7,D7,0
9503,9503,148,0,0,G-6,G-7,G-6,0
9504,9504,148,0,0,Eb7,Eb7,Eb7,0
9505,9505,148,0,0,D7,D7,D7,0
9506,9506,148,0,0,G-6,G-6,G-6,0
9507,9507,148,0,0,Eb7,Eb7,Eb7,0
9508,9508,148,0,0,D7,D7,D7,0
9509,9509,148,0,0,G-6,G-6,G-6,0
9510,9510,148,0,0,Am7b5,Eb7,Eb7,0
9511,9511,148,0,0,D7,D7,D7,0
9512,9512,148,0,0,G-6,G-7,G-7,0
9513,9513,148,0,0,Eb7,Eb7,Eb7,0
9514,9514,148,0,0,D7,D7,D7,0
9515,9515,148,0,0,G-6,G-6,G-6,0
9516,9516,148,0,0,Eb7,Eb7,Eb7,0
9517,9517,148,0,0,D7,D7,D7,0
9518,9518,148,0,0,G-6,G-6,G-6,0
9519,9519,148,0,0,Eb7,Eb7,Eb7,0
9520,9520,148,0,0,D7,D7,D7,0
9521,9521,148,0,0,G-6,G-6,G-6,0
9522,9522,148,0,0,F-7,Eb7,Eb7,0
9523,9523,148,0,0,Bb7,Bb7,Bb7,0
9524,9524,148,0,0,Ebmaj7,Eb7,Ebmaj7,0
9525,9525,148,0,0,F-7,D7,F-7,0
9526,9526,148,0,0,G-7,Bb7,G-7,0
9527,9527,148,0,0,F-7,D7,F-7,0
9528,9528,148,0,0,Ebmaj7,Bb7,Bb7,0
9529,9529,148,0,0,F-7,D7,F-7,0
9530,9530,148,0,0,G-7,Bb7,Bb7,0
9531,9531,148,0,0,F-7,G-6,F-7,0
9532,9532,148,0,0,Ebmaj7,Bb7,Bb7,0
9533,9533,148,0,0,F-7,G-7,F-7,0
9534,9534,148,0,0,G7,Bb7,G-7,0
9535,9535,148,0,0,C7,F-7,F-7,0
9536,9536,148,0,0,F7,F7,F-7,0
9537,9537,148,0,0,Bb7,Bb7,F-7,0
9538,9538,148,0,0,A7,Ebmaj7,Eb7,0
9539,9539,148,0,0,D7#5,D7,D7,0
9540,9540,148,0,0,G-6,G-7,G-7,0
9541,9541,148,0,0,Eb7,Eb7,Eb7,0
9542,9542,148,0,0,D7,D7,D7,0
9543,9543,148,0,0,G-6,G-6,G-6,0
9544,9544,148,0,0,Eb7,Eb7,Eb7,0
9545,9545,148,0,0,D7,D7,D7,0
9546,9546,148,0,0,G-6,G-6,G-6,0
9547,9547,148,0,0,Eb7,Eb7,Eb7,0
9548,9548,148,0,0,D7,D7,D7,0
9549,9549,148,0,0,G-6,G-6,G-6,0
9550,9550,149,0,0,Bb-7,Bb7,G-7,0
9551,9551,149,0,0,Eb7,Eb7,Eb7,0
9552,9552,149,0,0,Gmaj7,Abmaj7,Abmaj7,0
9553,9553,149,0,0,B-7,F-7,G-7,0
9554,9554,149,0,0,E7,E7,E7,0
9555,9555,149,0,0,A-7,A-7,Amaj7,0
9556,9556,149,0,0,E7,D7,Abmaj7,0
9557,9557,149,0,0,A-7,A-7,E7,0
9558,9558,149,0,0,Eb7,D7,Dsus47,0
9559,9559,149,0,0,Dsus47,D7,Ab-6,0
9560,9560,149,0,0,D7,Gmaj7,Gmaj7,0
9561,9561,149,0,0,Gmaj7,Gmaj7,Db7,0
9562,9562,149,0,0,Bb-7,C7,Gb-7,0
9563,9563,149,0,0,Eb7,E7,Ebsus47,0
9564,9564,149,0,0,Gmaj7,Ab7,Abmaj7,0
9565,9565,149,0,0,B-7,C-7,Db7,0
9566,9566,149,0,0,E7,E7,E-7,0
9567,9567,149,0,0,A-7,A-7,Bb-7,0
9568,9568,149,0,0,E7,D7,Dmaj7,0
9569,9569,149,0,0,A-7,A-7,E7,0
9570,9570,149,0,0,C-6,D7,D-7,0
9571,9571,149,0,0,B-7,G-7,B7,0
9572,9572,149,0,0,Bbdim,E7,E7,0
9573,9573,149,0,0,A-7,A-7,G7,0
9574,9574,149,0,0,D7,D7,D7,0
9575,9575,149,0,0,G,Gmaj7,Gmaj7,0
9576,9576,149,0,0,Gmaj7,C7,G7,0
9577,9577,150,0,0,G-7,G7,D7,0
9578,9578,150,0,0,C7,C7,C7,0
9579,9579,150,0,0,G-7,Fmaj7,F6,0
9580,9580,150,0,0,C7,C7,C7,0
9581,9581,150,0,0,F7,Fmaj7,G-7,0
9582,9582,150,0,0,Bbmaj7,Bb7,Bbmaj7,0
9583,9583,150,0,0,Eb7,G-7,G-7,0
9584,9584,150,0,0,Cmaj7,D7,Fmaj7,0
9585,9585,150,0,0,G7,D-7,G-7,0
9586,9586,150,0,0,C6,C7,C7,0
9587,9587,150,0,0,G-7,F7,D-7,0
9588,9588,150,0,0,C7,C7,C7,0
9589,9589,150,0,0,G-7,Fmaj7,F6,0
9590,9590,150,0,0,C7,C7,C7,0
9591,9591,150,0,0,F7,F7,G-7,0
9592,9592,150,0,0,Bbmaj7,Bb7,C-7,0
9593,9593,150,0,0,Eb7,G-7,G-7,0
9594,9594,150,0,0,Cmaj7,D7,F6,0
9595,9595,150,0,0,G7,D-7,C-7,0
9596,9596,150,0,0,C6,C7,C7,0
9597,9597,150,0,0,F-7,F7,G-7,0
9598,9598,150,0,0,Bb7,Bb7,Bb7,0
9599,9599,150,0,0,Cmaj7,Eb7,G-7,0
9600,9600,150,0,0,F-7,F7,Bb-7,0
9601,9601,150,0,0,Bb7,Bb7,Bb-7,0
9602,9602,150,0,0,Cmaj7,Eb7,Ebmaj7,0
9603,9603,150,0,0,Ab-7,F7,Bb-7,0
9604,9604,150,0,0,Db7,Db7,Db7,0
9605,9605,150,0,0,Ebmaj7,G-7,Gbmaj7,0
9606,9606,150,0,0,Eb-7,D7,Dm7b5,0
9607,9607,150,0,0,Ab7,Ab7,Ab7,0
9608,9608,150,0,0,D-7,G-7,Dbmaj7,0
9609,9609,150,0,0,G7,G7,G7,0
9610,9610,150,0,0,G-7,C7,Cmaj7,0
9611,9611,150,0,0,C7,C7,C7,0
9612,9612,150,0,0,G-7,Fmaj7,F6,0
9613,9613,150,0,0,C7,C7,C7,0
9614,9614,150,0,0,F7,Fmaj7,F6,0
9615,9615,150,0,0,Bbmaj7,Bb7,Bbmaj7,0
9616,9616,150,0,0,Eb7,G-7,G-7,0
9617,9617,150,0,0,Cmaj7,D7,Eb7,0
9618,9618,150,0,0,G7,D-7,Bb-7,0
9619,9619,150,0,0,C6,C7,Db7,0
9620,9620,150,0,0,G-7,G-7,G7,0
9621,9621,150,0,0,C7,C7,C7,0
9622,9622,150,0,0,G-7,Fmaj7,F6,0
9623,9623,150,0,0,C7,C7,C7,0
9624,9624,150,0,0,F7,Fmaj7,F6,0
9625,9625,150,0,0,Bbmaj7,Bb7,Bbmaj7,0
9626,9626,150,0,0,Eb7,G-7,G-7,0
9627,9627,150,0,0,Cmaj7,D7,G-7,0
9628,9628,150,0,0,G7,G-7,G-7,0
9629,9629,150,0,0,C6,C7,G-7,0
9630,9630,150,0,0,G-7,G-7,G7,0
9631,9631,150,0,0,C7,C7,C7,0
9632,9632,150,0,0,G-7,Fmaj7,F6,0
9633,9633,150,0,0,C7,C7,C7,0
9634,9634,150,0,0,F7,F7,F6,0
9635,9635,150,0,0,Bbmaj7,Bb7,Bbmaj7,0
9636,9636,150,0,0,Eb7,G-7,G-7,0
9637,9637,150,0,0,Cmaj7,D7,Eb7,0
9638,9638,150,0,0,G7,G-7,Bb-7,0
9639,9639,150,0,0,C6,C7,C7,0
9640,9640,150,0,0,F-7,G-7,G7,0
9641,9641,150,0,0,Bb7,Bb7,Bb7,0
9642,9642,150,0,0,Cmaj7,Eb7,A7,0
9643,9643,150,0,0,F-7,G-7,C-7,0
9644,9644,150,0,0,Bb7,Bb7,Bb7,0
9645,9645,150,0,0,Cmaj7,Eb7,Ebmaj7,0
9646,9646,150,0,0,Abmaj7,C-7,C-7,0
9647,9647,150,0,0,Db7,G-7,Gm7b5,0
9648,9648,150,0,0,Ebmaj7,G-7,Gbmaj7,0
9649,9649,150,0,0,Eb-7,G-7,Gm7b5,0
9650,9650,150,0,0,Ab7,D7,Ab7,0
9651,9651,150,0,0,D-7,G-7,Dbmaj7,0
9652,9652,150,0,0,G7,G7,G7,0
9653,9653,150,0,0,G-7,C7,Cmaj7,0
9654,9654,150,0,0,C7,C7,C7,0
9655,9655,150,0,0,G-7,Fmaj7,F6,0
9656,9656,150,0,0,C7,C7,C7,0
9657,9657,150,0,0,F7,Fmaj7,F6,0
9658,9658,150,0,0,Bbmaj7,Bb7,Bbmaj7,0
9659,9659,150,0,0,Eb7,G-7,G-7,0
9660,9660,150,0,0,Cmaj7,D7,Eb7,0
9661,9661,150,0,0,G7,D-7,C-7,0
9662,9662,150,0,0,C6,C7,C7,0
9663,9663,150,0,0,G-,G-7,G7,0
9664,9664,151,0,0,Dmaj7,D7,E-7,0
9665,9665,151,0,0,Ebmaj7,G7,F7,0
9666,9666,151,0,0,F7,Abmaj7,Fsus47,0
9667,9667,151,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
9668,9668,151,0,0,A-7,G7,Bdim,0
9669,9669,151,0,0,D7,D7,D7,0
9670,9670,151,0,0,Gmaj7,Gmaj7,Gmaj7,0
9671,9671,151,0,0,B-7,Bb7,F#-7,0
9672,9672,151,0,0,E7,E7,E7,0
9673,9673,151,0,0,F-7,Amaj7,Amaj7,0
9674,9674,151,0,0,Bb7,Bb7,Bb7,0
9675,9675,151,0,0,E-7,Ebmaj7,A7,0
9676,9676,151,0,0,A7,A7,A7,0
9677,9677,151,0,0,Dmaj7,Dmaj7,Dmaj7,0
9678,9678,151,0,0,Ebmaj7,D-7,D-7,0
9679,9679,151,0,0,F7,A-7,B-7,0
9680,9680,151,0,0,Ab7,Bbmaj7,Bbmaj7,0
9681,9681,151,0,0,G7,G7,Dbmaj7,0
9682,9682,151,0,0,Em7b5,Gb7,C7,0
9683,9683,151,0,0,A7,A7,A7,0
9684,9684,151,0,0,F-7,Dmaj7,Dmaj7,0
9685,9685,151,0,0,Bb7,Bb7,Bb7,0
9686,9686,151,0,0,E-7,Ebmaj7,Ebmaj7,0
9687,9687,151,0,0,A7,A7,A7,0
9688,9688,151,0,0,Dmaj7,Dmaj7,Dmaj7,0
9689,9689,151,0,0,Dmaj7,G-7,D-7,0
9690,9690,152,0,0,Ebmaj7,Dmaj7,Bb7,0
9691,9691,152,0,0,F7,Dmaj7,F7,0
9692,9692,152,0,0,Bbmaj7,Bbmaj7,D7,0
9693,9693,152,0,0,A-7,Ebmaj7,Gbmaj7,0
9694,9694,152,0,0,D7,D7,D7,0
9695,9695,152,0,0,Gmaj7,Gmaj7,Gmaj7,0
9696,9696,152,0,0,B-7,F#-7,F#-7,0
9697,9697,152,0,0,E7,E7,E7,0
9698,9698,152,0,0,F-7,A-7,Ab7,0
9699,9699,152,0,0,Bb7,Bb7,Bb7,0
9700,9700,152,0,0,E-7,Ebmaj7,E-7,0
9701,9701,152,0,0,A7,A7,A7,0
9702,9702,152,0,0,Dmaj7,Dmaj7,Dmaj7,0
9703,9703,152,0,0,Ebmaj7,E-7,A-7,0
9704,9704,152,0,0,F7,E-7,F7,0
9705,9705,152,0,0,Ab7,Bbmaj7,Bbmaj7,0
9706,9706,152,0,0,G7,G7,G7,0
9707,9707,152,0,0,Em7b5,Cmaj7,Em7b5,0
9708,9708,152,0,0,A7,A7,A7,0
9709,9709,152,0,0,F#-7,Dmaj7,Dmaj7,0
9710,9710,152,0,0,B7,B7,B7,0
9711,9711,152,0,0,E-7,E-7,Emaj7,0
9712,9712,152,0,0,A7,A7,A7,0
9713,9713,152,0,0,Dmaj7,Dmaj7,Dmaj7,0
9714,9714,153,0,0,Bb7,Bb7,Bb7,0
9715,9715,153,0,0,F7,F7,F7,0
9716,9716,153,0,0,F#-7,Bb7,Bb7,0
9717,9717,153,0,0,B7,F7,B7,0
9718,9718,153,0,0,Bb7,F7,F-7,0
9719,9719,153,0,0,Bdim,F7,Eb7,0
9720,9720,153,0,0,E7,F7,E7,0
9721,9721,153,0,0,A7,A-7,Bb-7,0
9722,9722,153,0,0,A-7,D7,Dmaj7,0
9723,9723,153,0,0,Ab-7,D7,D7,0
9724,9724,153,0,0,G-7,G-7,G-7,0
9725,9725,153,0,0,Db-7,C7,C#-,0
9726,9726,153,0,0,F#7,F7,F#7,0
9727,9727,153,0,0,B7#5,F7,B-7,0
9728,9728,153,0,0,F7,F7,Bb-7,0
9729,9729,153,0,0,Bb7,Bb7,Bb7,0
9730,9730,153,0,0,F7,F7,Eb7,0
9731,9731,153,0,0,F#-,A-7,Bb-7,0
9732,9732,153,0,0,B7,F7,B7,0
9733,9733,153,0,0,Bb7,F7,F-7,0
9734,9734,153,0,0,Bdim,A-7,Eb7,0
9735,9735,153,0,0,E7,F7,E7,0
9736,9736,153,0,0,A7,A-7,A7,0
9737,9737,153,0,0,A-7,D7,Dmaj7,0
9738,9738,153,0,0,Ab-7,D7,D7,0
9739,9739,153,0,0,G-7,G-7,G-7,0
9740,9740,153,0,0,C#-7,C7,C#-,0
9741,9741,153,0,0,F#7,F7,F#7,0
9742,9742,153,0,0,B7#5,F7,Bmaj7,0
9743,9743,153,0,0,F7,F7,Bb-7,0
9744,9744,153,0,0,Bb7,Bb7,Bb7,0
9745,9745,153,0,0,F7,F7,Eb7,0
9746,9746,153,0,0,F#-7,Bb7,Bb7,0
9747,9747,153,0,0,B7,F7,B7,0
9748,9748,153,0,0,Bb7,F7,F-7,0
9749,9749,153,0,0,Bdim,F7,Eb7,0
9750,9750,153,0,0,E7,F7,E7,0
9751,9751,153,0,0,A7,A-7,A-7,0
9752,9752,153,0,0,A-7,D7,Dmaj7,0
9753,9753,153,0,0,Ab-7,D7,D7,0
9754,9754,153,0,0,G-7,G-7,G-7,0
9755,9755,153,0,0,C#-7,C7,G-6,0
9756,9756,153,0,0,F#7,F7,F#7,0
9757,9757,153,0,0,B7#5,F7,Bmaj7,0
9758,9758,154,0,0,E7,Bb7,E7,0
9759,9759,154,0,0,Amaj7,A-7,E7,0
9760,9760,154,0,0,D7,Dmaj7,B-7,0
9761,9761,154,0,0,Amaj7,Ebmaj7,G7,0
9762,9762,154,0,0,D7,E7,Dmaj7,0
9763,9763,154,0,0,Dbmaj7,Gmaj7,Gmaj7,0
9764,9764,154,0,0,Gb7,E-7,C7#5,0
9765,9765,154,0,0,Dbmaj7,Fmaj7,G-7,0
9766,9766,154,0,0,Gb7,E-7,C7#5,0
9767,9767,154,0,0,Bmaj7,Fmaj7,F-7,0
9768,9768,154,0,0,E7,E-7,F7,0
9769,9769,154,0,0,Bmaj7,A-7,F7,0
9770,9770,154,0,0,E7,E-7,F7,0
9771,9771,154,0,0,Ebmaj7,A-7,F7,0
9772,9772,154,0,0,Gbmaj7,E-7,Ebmaj7,0
9773,9773,154,0,0,Amaj7,Dmaj7,Dmaj7,0
9774,9774,154,0,0,B-7,Dmaj7,Dmaj7,0
9775,9775,154,0,0,E7,E7,E7,0
9776,9776,154,0,0,A-7,A-7,A-7,0
9777,9777,154,0,0,G-7,D7,D7,0
9778,9778,154,0,0,A-7,C7,C7,0
9779,9779,154,0,0,F-7,D7,D7,0
9780,9780,154,0,0,F-7,Bb7,Bb7,0
9781,9781,154,0,0,Bb7,Bb7,Bb7,0
9782,9782,154,0,0,G-7,Ebmaj7,Ebmaj7,0
9783,9783,154,0,0,C7,C-7,C7,0
9784,9784,154,0,0,A-7,F-7,Fmaj7,0
9785,9785,154,0,0,D7,D7,D7,0
9786,9786,154,0,0,G-7,Gmaj7,Gmaj7,0
9787,9787,154,0,0,C7,C7,C7,0
9788,9788,154,0,0,F-7,Fmaj7,Fmaj7,0
9789,9789,154,0,0,E7,Bb7,Bb7,0
9790,9790,154,0,0,A-7,A-7,A-7,0
9791,9791,154,0,0,G-7,D7,D7,0
9792,9792,155,0,0,G7,C7,C7,0
9793,9793,155,0,0,G7,C7,C7,0
9794,9794,155,0,0,G7,C7,C7,0
9795,9795,155,0,0,F7,C7,C7,0
9796,9796,155,0,0,F7,Bb7,Bb6,0
9797,9797,155,0,0,G7,Bb7,Bb6,0
9798,9798,155,0,0,G7,C7,C-7,0
9799,9799,155,0,0,Dsus47,C7,C7,0
9800,9800,155,0,0,D7,G7,D7,0
9801,9801,155,0,0,G7,G7,G7,0
9802,9802,155,0,0,G7,C7,C7,0
9803,9803,155,0,0,G7,C7,C7,0
9804,9804,155,0,0,G7,C7,C7,0
9805,9805,155,0,0,G7,C7,C7,0
9806,9806,155,0,0,G7,C7,C7,0
9807,9807,155,0,0,F7,C7,C7,0
9808,9808,155,0,0,F7,G7,Bb7,0
9809,9809,155,0,0,G7,Bb7,Bb7,0
9810,9810,155,0,0,G7,C7,C7,0
9811,9811,155,0,0,Dsus47,C7,C7,0
9812,9812,155,0,0,D7,G7,C7,0
9813,9813,155,0,0,G7,G7,G-,0
9814,9814,155,0,0,G7,C7,C7,0
9815,9815,155,0,0,G7,C7,C7,0
9816,9816,155,0,0,G7,C7,C7,0
9817,9817,155,0,0,G7,C7,C7,0
9818,9818,155,0,0,G7,C7,C7,0
9819,9819,155,0,0,F7,C7,C7,0
9820,9820,155,0,0,F7,G7,Bb7,0
9821,9821,155,0,0,G7,Bb7,Bb7,0
9822,9822,155,0,0,G7,C7,C7,0
9823,9823,155,0,0,Dsus47,C7,C7,0
9824,9824,155,0,0,D7,G7,C7,0
9825,9825,155,0,0,G7,G7,G-,0
9826,9826,155,0,0,G7,C7,C-,0
9827,9827,155,0,0,G7,C7,C7,0
9828,9828,155,0,0,G7,C7,C7,0
9829,9829,155,0,0,G7,C7,C7,0
9830,9830,155,0,0,G7,C7,C7,0
9831,9831,155,0,0,F7,C7,C7,0
9832,9832,155,0,0,F7,G7,Bb7,0
9833,9833,155,0,0,G7,Bb7,Bb7,0
9834,9834,155,0,0,G7,C7,C-,0
9835,9835,155,0,0,Dsus47,C7,C7,0
9836,9836,155,0,0,D7,G7,C7,0
9837,9837,155,0,0,G7,G7,G-,0
9838,9838,155,0,0,G7,C7,C7,0
9839,9839,155,0,0,G7,C7,C7,0
9840,9840,155,0,0,G7,C7,C7,0
9841,9841,155,0,0,G7,C7,C7,0
9842,9842,155,0,0,G7,C7,C7,0
9843,9843,155,0,0,F7,C7,C7,0
9844,9844,155,0,0,F7,G7,Bb7,0
9845,9845,155,0,0,G7,Bb7,Bb7,0
9846,9846,155,0,0,G7,C7,C7,0
9847,9847,155,0,0,Dsus47,C7,C7,0
9848,9848,155,0,0,D7,G7,Bb,0
9849,9849,155,0,0,G7,G7,G-,0
9850,9850,155,0,0,G7,C7,C7,0
9851,9851,155,0,0,G7,C7,C7,0
9852,9852,155,0,0,G7,C7,C7,0
9853,9853,155,0,0,G7,C7,C7,0
9854,9854,155,0,0,G7,C7,C7,0
9855,9855,155,0,0,F7,C7,C7,0
9856,9856,155,0,0,F7,G7,Bb7,0
9857,9857,155,0,0,G7,Bb7,F7,0
9858,9858,155,0,0,G7,C7,C7,0
9859,9859,155,0,0,Dsus47,C7,C7,0
9860,9860,155,0,0,D7,G7,C7,0
9861,9861,155,0,0,G7,G7,G-,0
9862,9862,155,0,0,G7,C7,C7,0
9863,9863,155,0,0,G7,C7,C7,0
9864,9864,156,0,0,Bb7,Bb7,Bb7,0
9865,9865,156,0,0,F7,F7,F7,0
9866,9866,156,0,0,Bb7,Bb7,Bb7,0
9867,9867,156,0,0,Bdim7,F7,F7,0
9868,9868,156,0,0,F7,F7,E-7,0
9869,9869,156,0,0,Db-7,Bb7,Bb7,0
9870,9870,156,0,0,Gb7,G-7,Gb7,0
9871,9871,156,0,0,G-7,F7,Bmaj7,0
9872,9872,156,0,0,C7,C7,F-7,0
9873,9873,156,0,0,Ab-7,F7,Fmaj7,0
9874,9874,156,0,0,Db7#5,G-7,Db7,0
9875,9875,156,0,0,A-7,F7,Gb7,0
9876,9876,156,0,0,D7,D7,D7,0
9877,9877,156,0,0,G7,G-7,G-7,0
9878,9878,156,0,0,C,C7,C7,0
9879,9879,156,0,0,Db,G-7,Fmaj7,0
9880,9880,156,0,0,D,C7,E7,0
9881,9881,156,0,0,Eb,G-7,G-7,0
9882,9882,156,0,0,F7,D7,D7,0
9883,9883,156,0,0,Bb7,Bb7,Bb7,0
9884,9884,156,0,0,F7,G-7,F7,0
9885,9885,156,0,0,Bb7,Bb7,D7,0
9886,9886,156,0,0,Bdim7,G-7,F7,0
9887,9887,156,0,0,F7,G-7,F-7,0
9888,9888,156,0,0,Db-7,Bb7,D7,0
9889,9889,156,0,0,Gb7,G-7,Gb7,0
9890,9890,156,0,0,G7,F7,Bmaj7,0
9891,9891,156,0,0,C7,C7,C-7,0
9892,9892,156,0,0,Ab-7,F7,F7,0
9893,9893,156,0,0,Db7#5,G-7,Db7,0
9894,9894,156,0,0,A-7,G-7,Eb7,0
9895,9895,156,0,0,D7,D7,D7,0
9896,9896,156,0,0,G7,G-7,G-7,0
9897,9897,156,0,0,C,C7,C7,0
9898,9898,156,0,0,Db,C7,Ab7,0
9899,9899,156,0,0,D,C7,F7,0
9900,9900,156,0,0,Eb,G-7,F7,0
9901,9901,156,0,0,F7,D7,Ab7,0
9902,9902,156,0,0,Bb7,Bb7,D7,0
9903,9903,156,0,0,F7,F7,F7,0
9904,9904,156,0,0,Bb7,G7,D7,0
9905,9905,156,0,0,Bdim7,Ebmaj7,A7,0
9906,9906,156,0,0,F7,F7,E7,0
9907,9907,156,0,0,Db-7,Bb7,A-7,0
9908,9908,156,0,0,Gb7,F7,Gb7,0
9909,9909,156,0,0,G-7,F7,F-7,0
9910,9910,156,0,0,C7,C7,F#-7,0
9911,9911,156,0,0,Ab-7,F7,A-7,0
9912,9912,156,0,0,Db7#5,G-7,Db7,0
9913,9913,156,0,0,A-7,G-7,Gbmaj7,0
9914,9914,156,0,0,D7,D7,D7,0
9915,9915,156,0,0,G7,G-7,G-7,0
9916,9916,156,0,0,C,C7,C7,0
9917,9917,156,0,0,Db,F7,Ab7,0
9918,9918,156,0,0,D,C7,E7,0
9919,9919,156,0,0,Eb,G-7,F7,0
9920,9920,156,0,0,F7,D7,D7,0
9921,9921,156,0,0,Bb7,Bb7,D7,0
9922,9922,156,0,0,F7,F7,F7,0
9923,9923,156,0,0,Bb7,Bb7,D7,0
9924,9924,156,0,0,Bdim7,Ebmaj7,A7,0
9925,9925,156,0,0,F7,F7,E7,0
9926,9926,156,0,0,Db-7,Bb7,Bb7,0
9927,9927,156,0,0,Gb7,F7,Gb7,0
9928,9928,156,0,0,G-7,F7,F-7,0
9929,9929,156,0,0,C7,C7,F#-7,0
9930,9930,156,0,0,Ab-7,F7,F-7,0
9931,9931,156,0,0,Db7#5,G-7,Db7,0
9932,9932,156,0,0,A-7,F7,Gb7,0
9933,9933,156,0,0,D7,D7,D7,0
9934,9934,156,0,0,G7,G-7,G-7,0
9935,9935,156,0,0,C,C7,C7,0
9936,9936,156,0,0,Db,F7,Ab7,0
9937,9937,156,0,0,D,C7,E7,0
9938,9938,156,0,0,Eb,G-7,Bb7,0
9939,9939,156,0,0,F7,D7,Ab7,0
9940,9940,156,0,0,Bb7,Bb7,Bb7,0
9941,9941,157,0,0,Bb7,Bb7,Bb7,0
9942,9942,157,0,0,Ebmaj7,Ebmaj7,Eb7,0
9943,9943,157,0,0,Ebmaj7,Ab7,F-7,0
9944,9944,157,0,0,Eb-7,F-7,A-7,0
9945,9945,157,0,0,F7,Ab7,Ab7,0
9946,9946,157,0,0,E,Bb7,F-7,0
9947,9947,157,0,0,Ebmaj7,Ebmaj7,A7,0
9948,9948,157,0,0,F-7,D7,F-7,0
9949,9949,157,0,0,Bb7,Bb7,Bb7,0
9950,9950,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
9951,9951,157,0,0,Ab-7,F-7,Eb-7,0
9952,9952,157,0,0,D7,Db7,G-7,0
9953,9953,157,0,0,Gbmaj7,Ebmaj7,G-7,0
9954,9954,157,0,0,Ebmaj7,F-7,F-7,0
9955,9955,157,0,0,Eb-7,F-7,F-7,0
9956,9956,157,0,0,F7,D7,Ab7,0
9957,9957,157,0,0,E,F-7,F-7,0
9958,9958,157,0,0,Ebmaj7,F-7,A7,0
9959,9959,157,0,0,F-7,F-7,Ebmaj7,0
9960,9960,157,0,0,F-,Bb7,Bb7,0
9961,9961,157,0,0,Dm7b5,Bb7,C7,0
9962,9962,157,0,0,G7,G7,G7#5,0
9963,9963,157,0,0,C-7,C-7,C7,0
9964,9964,157,0,0,C-,F7,F7,0
9965,9965,157,0,0,Am7b5,F7,F-,0
9966,9966,157,0,0,D7,D7,D7,0
9967,9967,157,0,0,G-7,Ebmaj7,Ebmaj7,0
9968,9968,157,0,0,C7,C7,C7,0
9969,9969,157,0,0,F-7,F-7,F-,0
9970,9970,157,0,0,Bb7,Bb7,Bb7,0
9971,9971,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
9972,9972,157,0,0,F-7,F-7,Dm7b5,0
9973,9973,157,0,0,Bb7,Bb7,Bb7,0
9974,9974,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
9975,9975,157,0,0,Eb-7,F-7,Dm7b5,0
9976,9976,157,0,0,F7,Ab7,Ab7,0
9977,9977,157,0,0,E,Ebmaj7,F-7,0
9978,9978,157,0,0,Ebmaj7,Ebmaj7,A7,0
9979,9979,157,0,0,F-7,F-7,F-7,0
9980,9980,157,0,0,Bb7,Bb7,Bb7,0
9981,9981,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
9982,9982,157,0,0,Ab-7,F-7,Dm7b5,0
9983,9983,157,0,0,Db7,Db7,Db7,0
9984,9984,157,0,0,Gbmaj7,Ebmaj7,C7,0
9985,9985,157,0,0,F-7,F-7,D7,0
9986,9986,157,0,0,Bb7,Bb7,Bb7,0
9987,9987,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
9988,9988,157,0,0,Eb-7,F-7,Eb-7,0
9989,9989,157,0,0,F7,Ab7,Ab7,0
9990,9990,157,0,0,E,Ebmaj7,E7,0
9991,9991,157,0,0,Ebmaj7,Ebmaj7,Db6,0
9992,9992,157,0,0,F-7,F-7,Eb-7,0
9993,9993,157,0,0,F-,Bb7,Bb7,0
9994,9994,157,0,0,Dm7b5,Bb7,C7,0
9995,9995,157,0,0,G7,G7,G7#5,0
9996,9996,157,0,0,C-7,C-7,C-7,0
9997,9997,157,0,0,C-,F7,F-7,0
9998,9998,157,0,0,Am7b5,F7,F-,0
9999,9999,157,0,0,D7,D7,D7,0
10000,10000,157,0,0,G-7,Ebmaj7,Ebmaj7,0
10001,10001,157,0,0,C7,C7,C7,0
10002,10002,157,0,0,F-7,F-7,F-,0
10003,10003,157,0,0,Bb7,Bb7,Bb7,0
10004,10004,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
10005,10005,157,0,0,F-7,F-7,Dm7b5,0
10006,10006,157,0,0,Bb7,Bb7,Bb7,0
10007,10007,157,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
